previous_text,current_text,emotion,context_type
@jazz_machine lol - Good evening/morning/day (just to catch everything!) to you too!,@swtcupcake Not sure it didn't say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!,love,emotion_shift
@BlokesLib i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i'm up for that as well,Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,fun,emotion_shift
@DR_ILL I &lt;3 my blackberry,About to take a shower. Then see how annas doing,surprise,emotion_shift
is so tired ive walked 6.05 kilometres today,@KatherineLunt Really bored tonight though  Your book I think (Y) xxxxx,boredom,emotion_shift
ps it's rainging,@ksymmonds We can compare horror stories mate LOL,fun,emotion_shift
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,@mayabbz oh damn that sucks,hate,emotion_shift
I miss you guys,don't want to go!!!,hate,emotion_shift
I'm missing crab legs and attending my going away instead!,@osandisays dude...come to amel larrieux with me tonight...errybody fakin!,fun,emotion_shift
@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!,@JohnnyDeppNews EXACTLY!!,empty,emotion_shift
"@rawr_333 Yeah.    I couldn't call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At work.",Piz's last lunch in b-dubb,empty,emotion_shift
"@EmmaGriffiths86 It's under Community.. I can't see it myself, but one of the moderators (Niandra) told me it was there",167 SQL queries to display one single deal page on OzBargain. Looks like I'll have fun optimising it!  Bad bad Drupal...,fun,emotion_shift
wanna go on the new manta ride  wish i was in the states,@PeterPolaco signin autographs would be boring I think! Get wasted 2nite! Have fun! I'm stuck at work,worry,emotion_shift
@Mrjaydeeone yes I've been told that I have a problem with stuff like that,"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",surprise,emotion_shift
FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,waiting to go to the movies later for my 6th month. booored.,boredom,emotion_shift
Shaw guys are over when I want to be sleeping,"I lost 4 followers over night, nobody likes me",worry,emotion_shift
still no pool key. wth. it's even hot out today.,This place blows! My UberTwitter isn't functioning here! Had to switch to TB,hate,emotion_shift
@shaunarawrr_x butbutbuttt he replied to you loads,shout outs to @SPAC3MAN!!!! good seein you tnite. WE takin over like DJ Khaled!,enthusiasm,emotion_shift
Damn fallout 3 is a hard game,@PlayForKeeps I made my parents add u guys on the family myspace...they were impressed by the song.,enthusiasm,emotion_shift
@DR_ILL I &lt;3 my blackberry,@iskrin rubbish!,hate,emotion_shift
"@aditya Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit",@neudesigns MCM is still my next main event.  I'll be happy to get back running soon.  Still run-less for 10 days.,enthusiasm,emotion_shift
"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine",@souljaboytellem gooood night sweeeety,neutral,emotion_shift
ontd is our god,i have high cholesterol,worry,emotion_shift
Early monday cramming... yay. Only a few weeks left,Mother's Day has been good for me,worry,emotion_shift
"@jpadamson don't wait on Red, could be ages. I know what you mean, though. Really looking for a new job","Energy steadily increasing, thankfully, but the cough isn't going away.",surprise,emotion_shift
*eekkk* back to work,@dnbchik ahhh...Lily's new kitten just took a giant wet stinky shit on me,hate,emotion_shift
"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I'm...working.",i cant hear anything outta my left ear,sadness,emotion_shift
"c'mon people, today is #juddday",Got my new phone - now to program everything since my old one had no memory card like this one,relief,emotion_shift
"@Branwen6277 I'm better today.  Yesterday was really hard.  It's still just so unbelievable.  I miss him, too... and probably always will.",@meganyeo Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,surprise,emotion_shift
Massive morning.. I'm stuffed now,My ear are popping.,hate,emotion_shift
enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..,"@maddsie Thanks, none close to me.",anger,emotion_shift
is at her nan's house eating fish and chips and watching Top Gear. Good times.,"on the way home , no sleep  makeup and pedicure then graduation ceremony",sadness,emotion_shift
@Lil_maggie you okay? i miss you @tanyadenalilove im sad you didnt text todayh,@vexdigital  I still love the fact that you can't scratch them!!! That is a winner for me!!!,relief,emotion_shift
@textualoffender Good Luck.. mine 3rd day today !,"@Lyricist_Juice yeah u do suck, but....... every 1 can't suck &amp; still look BEAUTIFUL like u do",empty,emotion_shift
I HATE rob zombie movies. &amp; the smell of weed. Vommmm.,why did i agree to work a double shift,boredom,emotion_shift
Making pork stir-fry and brown rice for dinner.,"@EdenQueenBean sure, as long as you said where they're from! glad you like them",love,emotion_shift
@danceashleylove i hope you feel better way soon!,@Idolfanaddict haha. u can look up best week ever podcast on iTunes. it is May 1 episode  he seems more relaxed &amp; funnier than on Idol.,relief,emotion_shift
There's just something about a sexy blonde cowgirl rubbing herself in a field  http://worldsbestpornmovies.com/faithmov3.htm,"@electricdog 140 characters, I find, is rarely enough to elaborate much upon anything.",worry,emotion_shift
"@soxdeepinstatic  i know, i would've liked to have been able to play with you all spring semester  meeting was good, just an introduction",Seriously Bored Now!!!,sadness,emotion_shift
@smashingpumpkin http://twitpic.com/67h72 -,@RoxxiNikki It's a lie just like the restaraunt named &quot;Garfields&quot;... he is nowhere to be found,surprise,emotion_shift
waiting for PRINCES PROTECTION PROGRAM online in English version  so long,Trying to revise Environmental Studies and write my personal statement at the same time is really hard!!,worry,emotion_shift
@DisneyLuis Aww what happened?,@RaptheRenegade all good! Take a rest,love,emotion_shift
"I'm going on an excursion this week, so I won't be twitting....",morning  football today! thinking of learning some Applescript,fun,emotion_shift
@makavellirayne nah the lights killed the mood now you got to get out my bed,@CptCswife Thanks!!!!  Happy Mother's day to you too!!,love,emotion_shift
I'm sick and sad .... missing out on Martini Lounge tonight,Excuse me ms.gomez who said you could leave,empty,emotion_shift
Off to NC tonight until June 7th! I'm going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,"gor i am soo bored, man i don't think i could get any more bored",empty,emotion_shift
traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....,@haikubirdie If only  I may make one out of dental floss later.,enthusiasm,emotion_shift
@herojaejoong Feel hungry now   Cook for me pleaseYour food it's my energy to work~,"I woke up at 5:45. Didn't have a full bladder, wasn't sick... And to top it off, I went for a run. Now I wanna go back to bed",hate,emotion_shift
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,"@To_The_Moon Hiya hun! It's just not my day. Dentist appointment (ouch!),notebook being a bitch. Feeling sick  How's you?",hate,emotion_shift
@VWRmurder Thanks,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads &amp; top of its category http://is.gd/wyyp Very wtf moment for me",neutral,emotion_shift
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,@joshcoop Absolutely!  When we hit bottom there is only one way to go.,enthusiasm,emotion_shift
@MrCav lol.. ass monkey,Excuse me ms.gomez who said you could leave,empty,emotion_shift
you'll be good eloise,"@dannywood lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",fun,emotion_shift
"@nikkibop and he's not even fat!!!! Huh, @freyalynn? He's just friggin huge!  I have a freak.",@ammaryasir awesome RONIN121,surprise,emotion_shift
i never get any followfridays,Off to ambers...a weekend of labour and hard work ahead!,enthusiasm,emotion_shift
@HIstapleface answer my really cool questions,Going to the Gold Coast for mothers day lunch,love,emotion_shift
everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\,@Victoryhawk It depends if you are having fun or not...,relief,emotion_shift
"@sajal I meant you are not lazy, your work proves it",I love my hair blowin in the wind,love,emotion_shift
@palinn So Palin got the new haircut,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8,sadness,emotion_shift
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother's Day here!","When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back.",surprise,emotion_shift
enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..,@vrowhani nope - just playing with one  i think i'm going to wait for the next iphone,relief,emotion_shift
i am going to be staring at hello kitty's face at 3-9,For all you Lord of the Rings fans. You MUST see this 40min fan film that just released. It's awesome!  http://is.gd/wvrx Watch in HD,fun,emotion_shift
@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones,"Star Trek is awesome!! Kirk is hot, Spock is cool. It's fun, cool and sexy. Definitely worth seeing. I saw it at the Cinerama.",fun,emotion_shift
Still white despite being out for ages in the sun,Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I'm done for today,fun,emotion_shift
@_MeesLovesYou_ Grounded from the computer... sucks for you.,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,hate,emotion_shift
I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,empty,emotion_shift
"@strawfoot @markn @johnhalton No, seriously you guys, I /wanted/ to kick Monday off with #starwarswithaddedpants spam.  Really",Checkin out oramarecords.com. Got a fever and cnt sleep,worry,emotion_shift
"@Jennifrayne  Thanks for the link, ive voted &amp; i'll send that out too.","@gipsy_dreamer Wow, you still haven't gotten them?",surprise,emotion_shift
@scottiejen knackered! been awake since 5 as couldn't sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,@philipwang lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother's day from aus! =P haha,love,emotion_shift
"Hey Girlie, How are you doing?  @ThaMissus","home, don't feel like going to work tomorrow",sadness,emotion_shift
"@cheerleaderlexy she interviewed us on books. I was gonna say something, but she was all &quot;Wait, I have something to say!&quot;",@LovelyAaris That's not fair! I'm hungry as hell,enthusiasm,emotion_shift
